Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Ataque Cardíaco,vómitos,falta_de_ar,dor_no_peito,,,,,,,,,,,,,,
Varizes,fadiga,cãibras,equimoses,obesidade,pernas_inchadas,vasos_sanguíneos_dilatados,veias_proeminentes_na_barriga_da_perna,,,,,,,,,,
Varizes,fadiga,cãibras,equimoses,obesidade,pernas_inchadas,vasos_sanguíneos_dilatados,veias_proeminentes_na_barriga_da_perna,,,,,,,,,,
Varizes,cãibras,equimoses,obesidade,pernas_inchadas,vasos_sanguíneos_dilatados,veias_proeminentes_na_barriga_da_perna,,,,,,,,,,,
Varizes,fadiga,equimoses,obesidade,pernas_inchadas,vasos_sanguíneos_dilatados,veias_proeminentes_na_barriga_da_perna,,,,,,,,,,,
Varizes,fadiga,cãibras,obesidade,pernas_inchadas,vasos_sanguíneos_dilatados,veias_proeminentes_na_barriga_da_perna,,,,,,,,,,,
Varizes,fadiga,cãibras,equimoses,pernas_inchadas,vasos_sanguíneos_dilatados,veias_proeminentes_na_barriga_da_perna,,,,,,,,,,,
Varizes,fadiga,cãibras,equimoses,obesidade,vasos_sanguíneos_dilatados,veias_proeminentes_na_barriga_da_perna,,,,,,,,,,,
Varizes,fadiga,cãibras,equimoses,obesidade,pernas_inchadas,veias_proeminentes_na_barriga_da_perna,,,,,,,,,,,
Varizes,fadiga,cãibras,equimoses,obesidade,pernas_inchadas,vasos_sanguíneos_dilatados,,,,,,,,,,,
Varizes,fadiga,cãibras,equimoses,obesidade,pernas_inchadas,veias_proeminentes_na_barriga_da_perna,,,,,,,,,,,
Hipotiroidismo,fadiga,aumento_de_peso,mãos_e_pés_frios,alterações_de_humor,letargia,tonturas,rosto_e_olhos_inchados,tiróide_aumentada,unhas_frágeis,extremidades_inchadas,depressão,irritabilidade,menstruação_anormal,,,,
Hipotiroidismo,fadiga,aumento_de_peso,mãos_e_pés_frios,alterações_de_humor,letargia,tonturas,rosto_e_olhos_inchados,tiróide_aumentada,unhas_frágeis,extremidades_inchadas,depressão,irritabilidade,menstruação_anormal,,,,
Hipotiroidismo,aumento_de_peso,mãos_e_pés_frios,alterações_de_humor,letargia,tonturas,rosto_e_olhos_inchados,tiróide_aumentada,unhas_frágeis,extremidades_inchadas,depressão,irritabilidade,menstruação_anormal,,,,,
Hipotiroidismo,aumento_de_peso,mãos_e_pés_frios,alterações_de_humor,letargia,tonturas,rosto_e_olhos_inchados,tiróide_aumentada,unhas_frágeis,extremidades_inchadas,depressão,irritabilidade,menstruação_anormal,,,,,
Hipotiroidismo,fadiga,mãos_e_pés_frios,alterações_de_humor,letargia,tonturas,rosto_e_olhos_inchados,tiróide_aumentada,unhas_frágeis,extremidades_inchadas,depressão,irritabilidade,menstruação_anormal,,,,,
Hipotiroidismo,fadiga,aumento_de_peso,alterações_de_humor,letargia,tonturas,rosto_e_olhos_inchados,tiróide_aumentada,unhas_frágeis,extremidades_inchadas,depressão,irritabilidade,menstruação_anormal,,,,,
Hipotiroidismo,fadiga,aumento_de_peso,mãos_e_pés_frios,letargia,tonturas,rosto_e_olhos_inchados,tiróide_aumentada,unhas_frágeis,extremidades_inchadas,depressão,irritabilidade,menstruação_anormal,,,,,
Hipotiroidismo,fadiga,aumento_de_peso,mãos_e_pés_frios,alterações_de_humor,tonturas,rosto_e_olhos_inchados,tiróide_aumentada,unhas_frágeis,extremidades_inchadas,depressão,irritabilidade,menstruação_anormal,,,,,
Hipotiroidismo,fadiga,aumento_de_peso,mãos_e_pés_frios,alterações_de_humor,letargia,rosto_e_olhos_inchados,tiróide_aumentada,unhas_frágeis,extremidades_inchadas,depressão,irritabilidade,menstruação_anormal,,,,,
Hipotiroidismo,fadiga,aumento_de_peso,mãos_e_pés_frios,alterações_de_humor,letargia,tonturas,tiróide_aumentada,unhas_frágeis,extremidades_inchadas,depressão,irritabilidade,menstruação_anormal,,,,,
Hipertiroidismo,fadiga,alterações_de_humor,perda_de_peso,agitação,sudorese,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_anormal,,,,,,
Hipertiroidismo,fadiga,alterações_de_humor,perda_de_peso,agitação,sudorese,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_anormal,,,,,,
Hipertiroidismo,alterações_de_humor,perda_de_peso,agitação,sudorese,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_anormal,,,,,,,
Hipertiroidismo,fadiga,perda_de_peso,agitação,sudorese,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_anormal,,,,,,,
Hipertiroidismo,fadiga,alterações_de_humor,agitação,sudorese,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_anormal,,,,,,,
Hipertiroidismo,fadiga,alterações_de_humor,perda_de_peso,sudorese,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_anormal,,,,,,,
Hipertiroidismo,fadiga,alterações_de_humor,perda_de_peso,agitação,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_anormal,,,,,,,
Hipertiroidismo,fadiga,alterações_de_humor,perda_de_peso,agitação,sudorese,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_anormal,,,,,,,
Hipertiroidismo,fadiga,alterações_de_humor,perda_de_peso,agitação,sudorese,diarreia,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_anormal,,,,,,,
Hipertiroidismo,fadiga,alterações_de_humor,perda_de_peso,agitação,sudorese,diarreia,frequência_cardíaca_elevada,fraqueza_muscular,irritabilidade,menstruação_anormal,,,,,,,
Hipoglicemia,vómitos,fadiga,ansiedade,sudorese,dor_de_cabeça,náuseas,visão_turva_e_distorcida,fome_excessiva,discurso_arrastado,irritabilidade,palpitações,,,,,,
Hipoglicemia,vómitos,fadiga,ansiedade,sudorese,dor_de_cabeça,náuseas,visão_turva_e_distorcida,fome_excessiva,lábios_secos_e_com_formigueiro,discurso_arrastado,irritabilidade,palpitações,,,,,
Hipoglicemia,vómitos,fadiga,ansiedade,sudorese,dor_de_cabeça,náuseas,visão_turva_e_distorcida,fome_excessiva,lábios_secos_e_com_formigueiro,discurso_arrastado,irritabilidade,palpitações,,,,,
Hipoglicemia,fadiga,ansiedade,sudorese,dor_de_cabeça,náuseas,visão_turva_e_distorcida,fome_excessiva,lábios_secos_e_com_formigueiro,discurso_arrastado,irritabilidade,palpitações,,,,,,
Hipoglicemia,vómitos,ansiedade,sudorese,dor_de_cabeça,náuseas,visão_turva_e_distorcida,fome_excessiva,lábios_secos_e_com_formigueiro,discurso_arrastado,irritabilidade,palpitações,,,,,,
Hipoglicemia,vómitos,fadiga,sudorese,dor_de_cabeça,náuseas,visão_turva_e_distorcida,fome_excessiva,lábios_secos_e_com_formigueiro,discurso_arrastado,irritabilidade,palpitações,,,,,,
Hipoglicemia,vómitos,fadiga,ansiedade,dor_de_cabeça,náuseas,visão_turva_e_distorcida,fome_excessiva,lábios_secos_e_com_formigueiro,discurso_arrastado,irritabilidade,palpitações,,,,,,
Hipoglicemia,vómitos,fadiga,ansiedade,sudorese,náuseas,visão_turva_e_distorcida,fome_excessiva,lábios_secos_e_com_formigueiro,discurso_arrastado,irritabilidade,palpitações,,,,,,
Hipoglicemia,vómitos,fadiga,ansiedade,sudorese,dor_de_cabeça,visão_turva_e_distorcida,fome_excessiva,lábios_secos_e_com_formigueiro,discurso_arrastado,irritabilidade,palpitações,,,,,,
Hipoglicemia,vómitos,fadiga,ansiedade,sudorese,dor_de_cabeça,náuseas,fome_excessiva,lábios_secos_e_com_formigueiro,discurso_arrastado,irritabilidade,palpitações,,,,,,
Osteoartrite,dor_nas_articulações,dor_no_pescoço,dor_no_joelho,dor_na_articulação_da_anca,inchaço_das_articulações,dor_ao_caminhar,,,,,,,,,,,
Osteoartrite,dor_nas_articulações,dor_no_pescoço,dor_no_joelho,dor_na_articulação_da_anca,inchaço_das_articulações,dor_ao_caminhar,,,,,,,,,,,
Osteoartrite,dor_no_pescoço,dor_no_joelho,dor_na_articulação_da_anca,inchaço_das_articulações,dor_ao_caminhar,,,,,,,,,,,,
Osteoartrite,dor_nas_articulações,dor_no_joelho,dor_na_articulação_da_anca,inchaço_das_articulações,dor_ao_caminhar,,,,,,,,,,,,
Osteoartrite,dor_nas_articulações,dor_no_pescoço,dor_na_articulação_da_anca,inchaço_das_articulações,dor_ao_caminhar,,,,,,,,,,,,
Osteoartrite,dor_nas_articulações,dor_no_pescoço,dor_no_joelho,inchaço_das_articulações,dor_ao_caminhar,,,,,,,,,,,,
Osteoartrite,dor_nas_articulações,dor_no_pescoço,dor_no_joelho,dor_na_articulação_da_anca,dor_ao_caminhar,,,,,,,,,,,,
Osteoartrite,dor_nas_articulações,dor_no_pescoço,dor_no_joelho,dor_na_articulação_da_anca,inchaço_das_articulações,,,,,,,,,,,,
Osteoartrite,dor_nas_articulações,dor_no_pescoço,dor_no_joelho,dor_na_articulação_da_anca,inchaço_das_articulações,dor_ao_caminhar,,,,,,,,,,,
Osteoartrite,dor_nas_articulações,dor_no_pescoço,dor_no_joelho,dor_na_articulação_da_anca,inchaço_das_articulações,dor_ao_caminhar,,,,,,,,,,,
Artrite,fraqueza_muscular,rigidez_cervical,inchaço_das_articulações,rigidez_de_movimentos,dor_ao_caminhar,,,,,,,,,,,,
Artrite,fraqueza_muscular,rigidez_cervical,inchaço_das_articulações,rigidez_de_movimentos,dor_ao_caminhar,,,,,,,,,,,,
Artrite,rigidez_cervical,inchaço_das_articulações,rigidez_de_movimentos,dor_ao_caminhar,,,,,,,,,,,,,
Artrite,fraqueza_muscular,inchaço_das_articulações,rigidez_de_movimentos,dor_ao_caminhar,,,,,,,,,,,,,
Artrite,fraqueza_muscular,rigidez_cervical,rigidez_de_movimentos,dor_ao_caminhar,,,,,,,,,,,,,
Artrite,fraqueza_muscular,rigidez_cervical,inchaço_das_articulações,dor_ao_caminhar,,,,,,,,,,,,,
Artrite,fraqueza_muscular,rigidez_cervical,inchaço_das_articulações,rigidez_de_movimentos,dor_ao_caminhar,,,,,,,,,,,,
Artrite,fraqueza_muscular,rigidez_cervical,inchaço_das_articulações,rigidez_de_movimentos,,,,,,,,,,,,,
Artrite,fraqueza_muscular,rigidez_cervical,inchaço_das_articulações,rigidez_de_movimentos,dor_ao_caminhar,,,,,,,,,,,,
Artrite,fraqueza_muscular,rigidez_cervical,inchaço_das_articulações,rigidez_de_movimentos,dor_ao_caminhar,,,,,,,,,,,,
Vertigem Posicional Paroxística Benigna,vómitos,dor_de_cabeça,náuseas,movimentos_de_rotação,perda_de_equilíbrio,instabilidade,,,,,,,,,,,
Vertigem Posicional Paroxística Benigna,vómitos,dor_de_cabeça,náuseas,movimentos_de_rotação,perda_de_equilíbrio,instabilidade,,,,,,,,,,,
Vertigem Posicional Paroxística Benigna,dor_de_cabeça,náuseas,movimentos_de_rotação,perda_de_equilíbrio,instabilidade,,,,,,,,,,,,
Vertigem Posicional Paroxística Benigna,vómitos,náuseas,movimentos_de_rotação,perda_de_equilíbrio,instabilidade,,,,,,,,,,,,
Vertigem Posicional Paroxística Benigna,vómitos,dor_de_cabeça,movimentos_de_rotação,perda_de_equilíbrio,instabilidade,,,,,,,,,,,,
Vertigem Posicional Paroxística Benigna,vómitos,dor_de_cabeça,náuseas,perda_de_equilíbrio,instabilidade,,,,,,,,,,,,
Vertigem Posicional Paroxística Benigna,vómitos,dor_de_cabeça,náuseas,movimentos_de_rotação,instabilidade,,,,,,,,,,,,
Vertigem Posicional Paroxística Benigna,vómitos,dor_de_cabeça,náuseas,movimentos_de_rotação,perda_de_equilíbrio,,,,,,,,,,,,
Vertigem Posicional Paroxística Benigna,vómitos,dor_de_cabeça,náuseas,movimentos_de_rotação,perda_de_equilíbrio,instabilidade,,,,,,,,,,,
Vertigem Posicional Paroxística Benigna,vómitos,dor_de_cabeça,náuseas,perda_de_equilíbrio,instabilidade,,,,,,,,,,,,
Acne,erupção_cutânea,borbulhas_com_pus,pontos_negros,descamação,,,,,,,,,,,,,
Acne,erupção_cutânea,borbulhas_com_pus,pontos_negros,descamação,,,,,,,,,,,,,
Acne,borbulhas_com_pus,pontos_negros,descamação,,,,,,,,,,,,,,
Acne,erupção_cutânea,pontos_negros,descamação,,,,,,,,,,,,,,
Acne,erupção_cutânea,borbulhas_com_pus,descamação,,,,,,,,,,,,,,
Acne,erupção_cutânea,borbulhas_com_pus,pontos_negros,,,,,,,,,,,,,,
Acne,erupção_cutânea,borbulhas_com_pus,pontos_negros,descamação,,,,,,,,,,,,,
Acne,erupção_cutânea,borbulhas_com_pus,pontos_negros,,,,,,,,,,,,,,
Acne,erupção_cutânea,borbulhas_com_pus,descamação,,,,,,,,,,,,,,
Acne,erupção_cutânea,pontos_negros,descamação,,,,,,,,,,,,,,
Infeção do Trato Urinário,micção_ardente,desconforto_na_bexiga,odor_fétido_na_urina,sensação_contínua_de_urinar,,,,,,,,,,,,,
Infeção do Trato Urinário,micção_ardente,desconforto_na_bexiga,odor_fétido_na_urina,sensação_contínua_de_urinar,,,,,,,,,,,,,
Infeção do Trato Urinário,desconforto_na_bexiga,odor_fétido_na_urina,sensação_contínua_de_urinar,,,,,,,,,,,,,,
Infeção do Trato Urinário,micção_ardente,odor_fétido_na_urina,sensação_contínua_de_urinar,,,,,,,,,,,,,,
Infeção do Trato Urinário,micção_ardente,desconforto_na_bexiga,sensação_contínua_de_urinar,,,,,,,,,,,,,,
Infeção do Trato Urinário,micção_ardente,desconforto_na_bexiga,odor_fétido_na_urina,,,,,,,,,,,,,,
Infeção do Trato Urinário,micção_ardente,desconforto_na_bexiga,odor_fétido_na_urina,sensação_contínua_de_urinar,,,,,,,,,,,,,
Infeção do Trato Urinário,micção_ardente,desconforto_na_bexiga,sensação_contínua_de_urinar,,,,,,,,,,,,,,
Infeção do Trato Urinário,desconforto_na_bexiga,odor_fétido_na_urina,sensação_contínua_de_urinar,,,,,,,,,,,,,,
Infeção do Trato Urinário,micção_ardente,desconforto_na_bexiga,sensação_contínua_de_urinar,,,,,,,,,,,,,,
Psoríase,erupção_cutânea,dor_nas_articulações,descamação_da_pele,aspeto_prateado_na_pele,pequenas_depressões_nas_unhas,unhas_inflamadas,,,,,,,,,,,
Psoríase,erupção_cutânea,dor_nas_articulações,descamação_da_pele,aspeto_prateado_na_pele,pequenas_depressões_nas_unhas,unhas_inflamadas,,,,,,,,,,,
Psoríase,dor_nas_articulações,descamação_da_pele,aspeto_prateado_na_pele,pequenas_depressões_nas_unhas,unhas_inflamadas,,,,,,,,,,,,
Psoríase,erupção_cutânea,descamação_da_pele,aspeto_prateado_na_pele,pequenas_depressões_nas_unhas,unhas_inflamadas,,,,,,,,,,,,
Psoríase,erupção_cutânea,dor_nas_articulações,aspeto_prateado_na_pele,pequenas_depressões_nas_unhas,unhas_inflamadas,,,,,,,,,,,,
Psoríase,erupção_cutânea,dor_nas_articulações,descamação_da_pele,pequenas_depressões_nas_unhas,unhas_inflamadas,,,,,,,,,,,,
Psoríase,erupção_cutânea,dor_nas_articulações,descamação_da_pele,aspeto_prateado_na_pele,unhas_inflamadas,,,,,,,,,,,,
Psoríase,erupção_cutânea,dor_nas_articulações,descamação_da_pele,aspeto_prateado_na_pele,pequenas_depressões_nas_unhas,,,,,,,,,,,,
Psoríase,erupção_cutânea,dor_nas_articulações,descamação_da_pele,aspeto_prateado_na_pele,pequenas_depressões_nas_unhas,unhas_inflamadas,,,,,,,,,,,
Psoríase,erupção_cutânea,dor_nas_articulações,descamação_da_pele,aspeto_prateado_na_pele,pequenas_depressões_nas_unhas,unhas_inflamadas,,,,,,,,,,,
Impétigo,erupção_cutânea,febre_alta,bolha,ferida_vermelha_à_volta_do_nariz,crostas_amarelas_com_exsudado,,,,,,,,,,,,
Impétigo,erupção_cutânea,febre_alta,bolha,ferida_vermelha_à_volta_do_nariz,crostas_amarelas_com_exsudado,,,,,,,,,,,,
Impétigo,febre_alta,bolha,ferida_vermelha_à_volta_do_nariz,crostas_amarelas_com_exsudado,,,,,,,,,,,,,
Impétigo,erupção_cutânea,bolha,ferida_vermelha_à_volta_do_nariz,crostas_amarelas_com_exsudado,,,,,,,,,,,,,
Impétigo,erupção_cutânea,bolha,ferida_vermelha_à_volta_do_nariz,crostas_amarelas_com_exsudado,,,,,,,,,,,,,
Impétigo,erupção_cutânea,febre_alta,ferida_vermelha_à_volta_do_nariz,crostas_amarelas_com_exsudado,,,,,,,,,,,,,
Impétigo,erupção_cutânea,febre_alta,bolha,crostas_amarelas_com_exsudado,,,,,,,,,,,,,
Impétigo,erupção_cutânea,febre_alta,bolha,ferida_vermelha_à_volta_do_nariz,,,,,,,,,,,,,
Impétigo,erupção_cutânea,febre_alta,bolha,ferida_vermelha_à_volta_do_nariz,crostas_amarelas_com_exsudado,,,,,,,,,,,,
Impétigo,erupção_cutânea,bolha,ferida_vermelha_à_volta_do_nariz,crostas_amarelas_com_exsudado,,,,,,,,,,,,,
Infeção Fúngica,comichão,erupção_cutânea,erupções_cutâneas_nodulares,manchas_discrómicas,,,,,,,,,,,,,
Infeção Fúngica,erupção_cutânea,erupções_cutâneas_nodulares,manchas_discrómicas,,,,,,,,,,,,,,
Infeção Fúngica,comichão,erupções_cutâneas_nodulares,manchas_discrómicas,,,,,,,,,,,,,,
Infeção Fúngica,comichão,erupção_cutânea,manchas_discrómicas,,,,,,,,,,,,,,
Infeção Fúngica,comichão,erupção_cutânea,erupções_cutâneas_nodulares,,,,,,,,,,,,,,
Infeção Fúngica,erupção_cutânea,erupções_cutâneas_nodulares,manchas_discrómicas,,,,,,,,,,,,,,
Infeção Fúngica,comichão,erupções_cutâneas_nodulares,manchas_discrómicas,,,,,,,,,,,,,,
Infeção Fúngica,comichão,erupção_cutânea,manchas_discrómicas,,,,,,,,,,,,,,
Infeção Fúngica,comichão,erupção_cutânea,erupções_cutâneas_nodulares,,,,,,,,,,,,,,
Infeção Fúngica,comichão,erupção_cutânea,erupções_cutâneas_nodulares,manchas_discrómicas,,,,,,,,,,,,,
Alergia,espirros_contínuos,tremores,arrepios,lacrimejo,,,,,,,,,,,,,
Alergia,tremores,arrepios,lacrimejo,,,,,,,,,,,,,,
Alergia,espirros_contínuos,arrepios,lacrimejo,,,,,,,,,,,,,,
Alergia,espirros_contínuos,tremores,lacrimejo,,,,,,,,,,,,,,
Alergia,espirros_contínuos,tremores,arrepios,,,,,,,,,,,,,,
Alergia,tremores,arrepios,lacrimejo,,,,,,,,,,,,,,
Alergia,espirros_contínuos,arrepios,lacrimejo,,,,,,,,,,,,,,
Alergia,espirros_contínuos,tremores,lacrimejo,,,,,,,,,,,,,,
Alergia,espirros_contínuos,tremores,arrepios,,,,,,,,,,,,,,
Alergia,espirros_contínuos,tremores,arrepios,lacrimejo,,,,,,,,,,,,,
DRGE,dor_de_estômago,acidez,úlceras_na_língua,vómitos,tosse,dor_no_peito,,,,,,,,,,,
DRGE,dor_de_estômago,úlceras_na_língua,vómitos,tosse,dor_no_peito,,,,,,,,,,,,
DRGE,dor_de_estômago,acidez,vómitos,tosse,dor_no_peito,,,,,,,,,,,,
DRGE,dor_de_estômago,acidez,úlceras_na_língua,tosse,dor_no_peito,,,,,,,,,,,,
DRGE,dor_de_estômago,acidez,úlceras_na_língua,vómitos,dor_no_peito,,,,,,,,,,,,
DRGE,dor_de_estômago,acidez,úlceras_na_língua,vómitos,tosse,,,,,,,,,,,,
DRGE,acidez,úlceras_na_língua,vómitos,tosse,dor_no_peito,,,,,,,,,,,,
DRGE,dor_de_estômago,úlceras_na_língua,vómitos,tosse,dor_no_peito,,,,,,,,,,,,
DRGE,dor_de_estômago,acidez,vómitos,tosse,dor_no_peito,,,,,,,,,,,,
DRGE,dor_de_estômago,acidez,úlceras_na_língua,tosse,dor_no_peito,,,,,,,,,,,,
Colestase Crónica,comichão,vómitos,pele_amarelada,náuseas,perda_de_apetite,dor_abdominal,amarelecimento_dos_olhos,,,,,,,,,,
Colestase Crónica,vómitos,pele_amarelada,náuseas,perda_de_apetite,dor_abdominal,amarelecimento_dos_olhos,,,,,,,,,,,
Colestase Crónica,comichão,pele_amarelada,náuseas,perda_de_apetite,dor_abdominal,amarelecimento_dos_olhos,,,,,,,,,,,
Colestase Crónica,comichão,vómitos,náuseas,perda_de_apetite,dor_abdominal,amarelecimento_dos_olhos,,,,,,,,,,,
Colestase Crónica,comichão,vómitos,pele_amarelada,perda_de_apetite,dor_abdominal,amarelecimento_dos_olhos,,,,,,,,,,,
Colestase Crónica,comichão,vómitos,pele_amarelada,náuseas,dor_abdominal,amarelecimento_dos_olhos,,,,,,,,,,,
Colestase Crónica,comichão,vómitos,pele_amarelada,náuseas,perda_de_apetite,amarelecimento_dos_olhos,,,,,,,,,,,
Colestase Crónica,comichão,vómitos,pele_amarelada,náuseas,perda_de_apetite,dor_abdominal,,,,,,,,,,,
Colestase Crónica,comichão,vómitos,pele_amarelada,náuseas,perda_de_apetite,dor_abdominal,amarelecimento_dos_olhos,,,,,,,,,,
Colestase Crónica,comichão,vómitos,pele_amarelada,náuseas,perda_de_apetite,dor_abdominal,amarelecimento_dos_olhos,,,,,,,,,,
Reação a Medicamentos,comichão,erupção_cutânea,dor_de_estômago,micção_ardente,perdas_urinárias,,,,,,,,,,,,
Reação a Medicamentos,comichão,dor_de_estômago,micção_ardente,perdas_urinárias,,,,,,,,,,,,,
Reação a Medicamentos,comichão,erupção_cutânea,micção_ardente,perdas_urinárias,,,,,,,,,,,,,
Reação a Medicamentos,comichão,erupção_cutânea,dor_de_estômago,perdas_urinárias,,,,,,,,,,,,,
Reação a Medicamentos,comichão,erupção_cutânea,dor_de_estômago,micção_ardente,,,,,,,,,,,,,
Reação a Medicamentos,erupção_cutânea,dor_de_estômago,micção_ardente,perdas_urinárias,,,,,,,,,,,,,
Reação a Medicamentos,comichão,dor_de_estômago,micção_ardente,perdas_urinárias,,,,,,,,,,,,,
Reação a Medicamentos,comichão,erupção_cutânea,micção_ardente,perdas_urinárias,,,,,,,,,,,,,
Reação a Medicamentos,comichão,erupção_cutânea,dor_de_estômago,perdas_urinárias,,,,,,,,,,,,,
Reação a Medicamentos,comichão,erupção_cutânea,dor_de_estômago,micção_ardente,,,,,,,,,,,,,
Úlcera Péptica,vómitos,perda_de_apetite,dor_abdominal,passagem_de_gases,comichão_interna,,,,,,,,,,,,
Úlcera Péptica,vómitos,indigestão,dor_abdominal,passagem_de_gases,comichão_interna,,,,,,,,,,,,
Úlcera Péptica,indigestão,perda_de_apetite,dor_abdominal,passagem_de_gases,comichão_interna,,,,,,,,,,,,
Úlcera Péptica,vómitos,perda_de_apetite,dor_abdominal,passagem_de_gases,comichão_interna,,,,,,,,,,,,
Úlcera Péptica,vómitos,indigestão,dor_abdominal,passagem_de_gases,comichão_interna,,,,,,,,,,,,
Úlcera Péptica,vómitos,indigestão,perda_de_apetite,passagem_de_gases,comichão_interna,,,,,,,,,,,,
Úlcera Péptica,vómitos,indigestão,perda_de_apetite,dor_abdominal,comichão_interna,,,,,,,,,,,,
Úlcera Péptica,vómitos,indigestão,perda_de_apetite,dor_abdominal,passagem_de_gases,,,,,,,,,,,,
Úlcera Péptica,vómitos,indigestão,perda_de_apetite,dor_abdominal,passagem_de_gases,comichão_interna,,,,,,,,,,,
Úlcera Péptica,vómitos,indigestão,perda_de_apetite,dor_abdominal,passagem_de_gases,comichão_interna,,,,,,,,,,,
SIDA,atrofia_muscular,manchas_na_garganta,febre_alta,contactos_extraconjugais,,,,,,,,,,,,,
SIDA,manchas_na_garganta,febre_alta,contactos_extraconjugais,,,,,,,,,,,,,,
SIDA,atrofia_muscular,febre_alta,contactos_extraconjugais,,,,,,,,,,,,,,
SIDA,atrofia_muscular,manchas_na_garganta,contactos_extraconjugais,,,,,,,,,,,,,,
SIDA,atrofia_muscular,manchas_na_garganta,febre_alta,,,,,,,,,,,,,,
SIDA,atrofia_muscular,manchas_na_garganta,febre_alta,contactos_extraconjugais,,,,,,,,,,,,,
SIDA,atrofia_muscular,manchas_na_garganta,febre_alta,contactos_extraconjugais,,,,,,,,,,,,,
SIDA,manchas_na_garganta,febre_alta,contactos_extraconjugais,,,,,,,,,,,,,,
SIDA,atrofia_muscular,febre_alta,contactos_extraconjugais,,,,,,,,,,,,,,
SIDA,atrofia_muscular,manchas_na_garganta,febre_alta,,,,,,,,,,,,,,
Diabetes,fadiga,perda_de_peso,agitação,letargia,nível_de_açúcar_irregular,visão_turva_e_distorcida,obesidade,fome_excessiva,apetite_aumentado,poliúria,,,,,,,
Diabetes,fadiga,perda_de_peso,agitação,letargia,nível_de_açúcar_irregular,visão_turva_e_distorcida,obesidade,fome_excessiva,apetite_aumentado,poliúria,,,,,,,
Diabetes,perda_de_peso,agitação,letargia,nível_de_açúcar_irregular,visão_turva_e_distorcida,obesidade,fome_excessiva,apetite_aumentado,poliúria,,,,,,,,
Diabetes,fadiga,agitação,letargia,nível_de_açúcar_irregular,visão_turva_e_distorcida,obesidade,fome_excessiva,apetite_aumentado,poliúria,,,,,,,,
Diabetes,fadiga,perda_de_peso,letargia,nível_de_açúcar_irregular,visão_turva_e_distorcida,obesidade,fome_excessiva,apetite_aumentado,poliúria,,,,,,,,
Diabetes,fadiga,perda_de_peso,agitação,nível_de_açúcar_irregular,visão_turva_e_distorcida,obesidade,fome_excessiva,apetite_aumentado,poliúria,,,,,,,,
Diabetes,fadiga,perda_de_peso,agitação,letargia,visão_turva_e_distorcida,obesidade,fome_excessiva,apetite_aumentado,poliúria,,,,,,,,
Diabetes,fadiga,perda_de_peso,agitação,letargia,nível_de_açúcar_irregular,obesidade,fome_excessiva,apetite_aumentado,poliúria,,,,,,,,
Diabetes,fadiga,perda_de_peso,agitação,letargia,nível_de_açúcar_irregular,visão_turva_e_distorcida,fome_excessiva,apetite_aumentado,poliúria,,,,,,,,
Diabetes,fadiga,perda_de_peso,agitação,letargia,nível_de_açúcar_irregular,visão_turva_e_distorcida,obesidade,apetite_aumentado,poliúria,,,,,,,,
Gastroenterite,vómitos,olhos_encovados,desidratação,diarreia,,,,,,,,,,,,,
Gastroenterite,vómitos,olhos_encovados,desidratação,diarreia,,,,,,,,,,,,,
Gastroenterite,olhos_encovados,desidratação,diarreia,,,,,,,,,,,,,,
Gastroenterite,vómitos,desidratação,diarreia,,,,,,,,,,,,,,
Gastroenterite,vómitos,olhos_encovados,diarreia,,,,,,,,,,,,,,
Gastroenterite,vómitos,olhos_encovados,desidratação,,,,,,,,,,,,,,
Gastroenterite,vómitos,olhos_encovados,desidratação,diarreia,,,,,,,,,,,,,
Gastroenterite,olhos_encovados,desidratação,diarreia,,,,,,,,,,,,,,
Gastroenterite,vómitos,desidratação,diarreia,,,,,,,,,,,,,,
Gastroenterite,vómitos,olhos_encovados,diarreia,,,,,,,,,,,,,,
Asma Brônquica,fadiga,tosse,febre_alta,falta_de_ar,historial_familiar,expetoração_mucoide,,,,,,,,,,,
Asma Brônquica,tosse,febre_alta,falta_de_ar,historial_familiar,expetoração_mucoide,,,,,,,,,,,,
Asma Brônquica,fadiga,febre_alta,falta_de_ar,historial_familiar,expetoração_mucoide,,,,,,,,,,,,
Asma Brônquica,fadiga,tosse,falta_de_ar,historial_familiar,expetoração_mucoide,,,,,,,,,,,,
Asma Brônquica,fadiga,tosse,febre_alta,historial_familiar,expetoração_mucoide,,,,,,,,,,,,
